study_id,case_id,parent_index,change_paths,seed,arm,candidate_status,candidate_program,field_hamming,behavioral_novelty,movement_novelty,construction_novelty,reproduction_novelty,initial_physical_sha256,pre_shock_state_sha256,established_at_shock,pre_shock_lineage_share,focal_survived_famine,shocked_lineage_share_auc,shadow_lineage_share_auc,lineage_share_auc_gap,shocked_lineage_alive_auc,shadow_lineage_alive_auc,lineage_alive_auc_gap,shocked_population_auc,shadow_population_auc,population_auc_gap,population_recovery_steps,population_recovery_censored,conservation_ok,pre_capacity_blocked_births,shocked_capacity_blocked_births,shadow_capacity_blocked_births,capacity_blocked_births
semantic-variation-v1,case-05,1,"[""movement"",""construction"",""require_uncrowded""]",7100,parent,exact_parent,"{""construction"":""always"",""movement"":""seek_opposite"",""reproduce_at"":20,""require_uncrowded"":false,""schema"":1,""traits"":{""construct"":-1,""role"":""recycler"",""taste"":-1}}",0,0,0,0,0,sha256:e8bff0e4c74a22ccec8ffbd79b1add7bc7ac2b9f75300c1f75b14bc2e7267e6f,sha256:362f98417ccda27e4abfb7199efe9f55d02f8288f4d0fecf38eb2cf37a78259d,True,0.0737608728209,False,0,5.81893413646,-5.81893413646,0,164,-164,1382,1704,-322,36,False,True,0,0,0,0
semantic-variation-v1,case-05,1,"[""movement"",""construction"",""require_uncrowded""]",7100,typed_macro,valid,"{""construction"":""until_nonzero"",""movement"":""seek_resource"",""reproduce_at"":20,""require_uncrowded"":true,""schema"":1,""traits"":{""construct"":-1,""role"":""recycler"",""taste"":-1}}",3,0.527777777778,0.75,0.666666666667,0.166666666667,sha256:e8bff0e4c74a22ccec8ffbd79b1add7bc7ac2b9f75300c1f75b14bc2e7267e6f,sha256:f0e923e8222923003849a25b1aee019bc5513b1df3248faad3e98aa39f593dcb,False,0.0177080278592,False,0,0,0,0,0,0,1508,1402,106,11,False,True,0,0,0,0
semantic-variation-v1,case-05,1,"[""movement"",""construction"",""require_uncrowded""]",7100,random_same_mask,valid,"{""construction"":""until_nonzero"",""movement"":""stay_if_fed"",""reproduce_at"":20,""require_uncrowded"":true,""schema"":1,""traits"":{""construct"":-1,""role"":""recycler"",""taste"":-1}}",3,0.548611111111,0.8125,0.666666666667,0.166666666667,sha256:e8bff0e4c74a22ccec8ffbd79b1add7bc7ac2b9f75300c1f75b14bc2e7267e6f,sha256:1a97c243d74096dc0d58cfc9fd9918a19dbd2917b9a9661d627e30fa7a76d99d,True,0.094431531916,True,0.288778765095,0.0357142857143,0.25306447938,6,1,5,1267,1352,-85,23,False,True,0,0,0,0
semantic-variation-v1,case-05,1,"[""movement"",""construction"",""require_uncrowded""]",7100,codex_agent_itt,valid,"{""construction"":""until_nonzero"",""movement"":""stay_if_fed"",""reproduce_at"":20,""require_uncrowded"":true,""schema"":1,""traits"":{""construct"":-1,""role"":""recycler"",""taste"":-1}}",3,0.548611111111,0.8125,0.666666666667,0.166666666667,sha256:e8bff0e4c74a22ccec8ffbd79b1add7bc7ac2b9f75300c1f75b14bc2e7267e6f,sha256:1a97c243d74096dc0d58cfc9fd9918a19dbd2917b9a9661d627e30fa7a76d99d,True,0.094431531916,True,0.288778765095,0.0357142857143,0.25306447938,6,1,5,1267,1352,-85,23,False,True,0,0,0,0
semantic-variation-v1,case-05,1,"[""movement"",""construction"",""require_uncrowded""]",7101,parent,exact_parent,"{""construction"":""always"",""movement"":""seek_opposite"",""reproduce_at"":20,""require_uncrowded"":false,""schema"":1,""traits"":{""construct"":-1,""role"":""recycler"",""taste"":-1}}",0,0,0,0,0,sha256:c8be15f73aff0fa2bcd29b2469cc25f09d83a06ddb9aeda7e778dcbfd197b782,sha256:c69d7d92177344e3b9d2b57c7231642281907831e3ddfef4722c6eebfdb61167,False,0,False,0,0,0,0,0,0,2363,2394,-31,7,False,True,0,0,0,0
semantic-variation-v1,case-05,1,"[""movement"",""construction"",""require_uncrowded""]",7101,typed_macro,valid,"{""construction"":""until_nonzero"",""movement"":""seek_resource"",""reproduce_at"":20,""require_uncrowded"":true,""schema"":1,""traits"":{""construct"":-1,""role"":""recycler"",""taste"":-1}}",3,0.527777777778,0.75,0.666666666667,0.166666666667,sha256:c8be15f73aff0fa2bcd29b2469cc25f09d83a06ddb9aeda7e778dcbfd197b782,sha256:913808dfcf7762b12fbe9a8c0ba577cda9e5d646c9415516ffd1139913c3d03b,False,0.0185329051118,False,0,0,0,0,0,0,2524,3724,-1200,,True,True,0,0,0,0
semantic-variation-v1,case-05,1,"[""movement"",""construction"",""require_uncrowded""]",7101,random_same_mask,valid,"{""construction"":""until_nonzero"",""movement"":""stay_if_fed"",""reproduce_at"":20,""require_uncrowded"":true,""schema"":1,""traits"":{""construct"":-1,""role"":""recycler"",""taste"":-1}}",3,0.548611111111,0.8125,0.666666666667,0.166666666667,sha256:c8be15f73aff0fa2bcd29b2469cc25f09d83a06ddb9aeda7e778dcbfd197b782,sha256:6bd208be75be4f49782a6d526e526dd1034e3c13264378d6a791ed94793b2310,False,0,False,0,0,0,0,0,0,1855,2742,-887,7,False,True,0,0,0,0
semantic-variation-v1,case-05,1,"[""movement"",""construction"",""require_uncrowded""]",7101,codex_agent_itt,valid,"{""construction"":""until_nonzero"",""movement"":""stay_if_fed"",""reproduce_at"":20,""require_uncrowded"":true,""schema"":1,""traits"":{""construct"":-1,""role"":""recycler"",""taste"":-1}}",3,0.548611111111,0.8125,0.666666666667,0.166666666667,sha256:c8be15f73aff0fa2bcd29b2469cc25f09d83a06ddb9aeda7e778dcbfd197b782,sha256:6bd208be75be4f49782a6d526e526dd1034e3c13264378d6a791ed94793b2310,False,0,False,0,0,0,0,0,0,1855,2742,-887,7,False,True,0,0,0,0
semantic-variation-v1,case-05,1,"[""movement"",""construction"",""require_uncrowded""]",7102,parent,exact_parent,"{""construction"":""always"",""movement"":""seek_opposite"",""reproduce_at"":20,""require_uncrowded"":false,""schema"":1,""traits"":{""construct"":-1,""role"":""recycler"",""taste"":-1}}",0,0,0,0,0,sha256:4a0c2036a0b774d9a76313acad1cdc63869a11a581cfebc9f643294b46ce6be9,sha256:e01d2609185638baefca94351b767549919a417e39957bff0b8e3e56f5c65e14,False,0,False,0,0,0,0,0,0,232,187,45,2,False,True,0,0,0,0
semantic-variation-v1,case-05,1,"[""movement"",""construction"",""require_uncrowded""]",7102,typed_macro,valid,"{""construction"":""until_nonzero"",""movement"":""seek_resource"",""reproduce_at"":20,""require_uncrowded"":true,""schema"":1,""traits"":{""construct"":-1,""role"":""recycler"",""taste"":-1}}",3,0.527777777778,0.75,0.666666666667,0.166666666667,sha256:4a0c2036a0b774d9a76313acad1cdc63869a11a581cfebc9f643294b46ce6be9,sha256:970c0fd942d807b4a8479a1c20ed47bb0077c80dfed730dfe9ceff2f79b9e462,False,0,False,0,0,0,0,0,0,336,404,-68,2,False,True,0,0,0,0
semantic-variation-v1,case-05,1,"[""movement"",""construction"",""require_uncrowded""]",7102,random_same_mask,valid,"{""construction"":""until_nonzero"",""movement"":""stay_if_fed"",""reproduce_at"":20,""require_uncrowded"":true,""schema"":1,""traits"":{""construct"":-1,""role"":""recycler"",""taste"":-1}}",3,0.548611111111,0.8125,0.666666666667,0.166666666667,sha256:4a0c2036a0b774d9a76313acad1cdc63869a11a581cfebc9f643294b46ce6be9,sha256:737610979e53e45c6a5ac4dcb368222f27392a37e5d0baa9cac797083028ce7d,False,0,False,0,0,0,0,0,0,394,323,71,3,False,True,0,0,0,0
semantic-variation-v1,case-05,1,"[""movement"",""construction"",""require_uncrowded""]",7102,codex_agent_itt,valid,"{""construction"":""until_nonzero"",""movement"":""stay_if_fed"",""reproduce_at"":20,""require_uncrowded"":true,""schema"":1,""traits"":{""construct"":-1,""role"":""recycler"",""taste"":-1}}",3,0.548611111111,0.8125,0.666666666667,0.166666666667,sha256:4a0c2036a0b774d9a76313acad1cdc63869a11a581cfebc9f643294b46ce6be9,sha256:737610979e53e45c6a5ac4dcb368222f27392a37e5d0baa9cac797083028ce7d,False,0,False,0,0,0,0,0,0,394,323,71,3,False,True,0,0,0,0
semantic-variation-v1,case-05,1,"[""movement"",""construction"",""require_uncrowded""]",7103,parent,exact_parent,"{""construction"":""always"",""movement"":""seek_opposite"",""reproduce_at"":20,""require_uncrowded"":false,""schema"":1,""traits"":{""construct"":-1,""role"":""recycler"",""taste"":-1}}",0,0,0,0,0,sha256:2a2e035fd8ff68b1a8c03537ac21e113ac00d11d77a96ab524ddaad15637c961,sha256:94bcbe3a74fb73a4843c6f559bae671f95812c33087a88fe87251525820f2a13,False,0,False,0,0,0,0,0,0,1356,1903,-547,12,False,True,0,0,0,0
semantic-variation-v1,case-05,1,"[""movement"",""construction"",""require_uncrowded""]",7103,typed_macro,valid,"{""construction"":""until_nonzero"",""movement"":""seek_resource"",""reproduce_at"":20,""require_uncrowded"":true,""schema"":1,""traits"":{""construct"":-1,""role"":""recycler"",""taste"":-1}}",3,0.527777777778,0.75,0.666666666667,0.166666666667,sha256:2a2e035fd8ff68b1a8c03537ac21e113ac00d11d77a96ab524ddaad15637c961,sha256:210824bf9f4f5ba4d17c47a0c973df5d8d65d1d1fe2bafe330de1ff36e5389d5,True,0.126791336868,True,6.99323139267,3.8988468791,3.09438451357,350,215,135,2941,3366,-425,39,False,True,0,0,0,0
semantic-variation-v1,case-05,1,"[""movement"",""construction"",""require_uncrowded""]",7103,random_same_mask,valid,"{""construction"":""until_nonzero"",""movement"":""stay_if_fed"",""reproduce_at"":20,""require_uncrowded"":true,""schema"":1,""traits"":{""construct"":-1,""role"":""recycler"",""taste"":-1}}",3,0.548611111111,0.8125,0.666666666667,0.166666666667,sha256:2a2e035fd8ff68b1a8c03537ac21e113ac00d11d77a96ab524ddaad15637c961,sha256:de0be7d2437eda15ef09af04b4bf2d0d39f593b75f43782a2989e29bff89e4f4,False,0,False,0,0,0,0,0,0,1307,1823,-516,,True,True,0,0,0,0
semantic-variation-v1,case-05,1,"[""movement"",""construction"",""require_uncrowded""]",7103,codex_agent_itt,valid,"{""construction"":""until_nonzero"",""movement"":""stay_if_fed"",""reproduce_at"":20,""require_uncrowded"":true,""schema"":1,""traits"":{""construct"":-1,""role"":""recycler"",""taste"":-1}}",3,0.548611111111,0.8125,0.666666666667,0.166666666667,sha256:2a2e035fd8ff68b1a8c03537ac21e113ac00d11d77a96ab524ddaad15637c961,sha256:de0be7d2437eda15ef09af04b4bf2d0d39f593b75f43782a2989e29bff89e4f4,False,0,False,0,0,0,0,0,0,1307,1823,-516,,True,True,0,0,0,0
semantic-variation-v1,case-05,1,"[""movement"",""construction"",""require_uncrowded""]",7104,parent,exact_parent,"{""construction"":""always"",""movement"":""seek_opposite"",""reproduce_at"":20,""require_uncrowded"":false,""schema"":1,""traits"":{""construct"":-1,""role"":""recycler"",""taste"":-1}}",0,0,0,0,0,sha256:68c05ab61f461132a9462697750238e243588b9ce96a23b739870db3e20fdf8b,sha256:5131742394b12e47d6bd2827745b2109086f43907bfe62bfc5702d9bdbe4a53b,True,0.159837424353,True,8.64441069966,13.0806782316,-4.43626753191,254,401,-147,1765,1845,-80,7,False,True,0,0,0,0
semantic-variation-v1,case-05,1,"[""movement"",""construction"",""require_uncrowded""]",7104,typed_macro,valid,"{""construction"":""until_nonzero"",""movement"":""seek_resource"",""reproduce_at"":20,""require_uncrowded"":true,""schema"":1,""traits"":{""construct"":-1,""role"":""recycler"",""taste"":-1}}",3,0.527777777778,0.75,0.666666666667,0.166666666667,sha256:68c05ab61f461132a9462697750238e243588b9ce96a23b739870db3e20fdf8b,sha256:486a906c82a585557882392e2a176dacc2954ad302eedb8cc2fd269ff95aaf3c,True,0.0664942714811,True,4.52657732295,12.5898789814,-8.06330165846,154,515,-361,1963,2453,-490,14,False,True,0,0,0,0
semantic-variation-v1,case-05,1,"[""movement"",""construction"",""require_uncrowded""]",7104,random_same_mask,valid,"{""construction"":""until_nonzero"",""movement"":""stay_if_fed"",""reproduce_at"":20,""require_uncrowded"":true,""schema"":1,""traits"":{""construct"":-1,""role"":""recycler"",""taste"":-1}}",3,0.548611111111,0.8125,0.666666666667,0.166666666667,sha256:68c05ab61f461132a9462697750238e243588b9ce96a23b739870db3e20fdf8b,sha256:e0533645c9758239203611a7b7a6e604e63672301119540a49795cd433d06cda,True,0.0730233171681,False,0,0,0,0,0,0,1530,1911,-381,12,False,True,0,0,0,0
semantic-variation-v1,case-05,1,"[""movement"",""construction"",""require_uncrowded""]",7104,codex_agent_itt,valid,"{""construction"":""until_nonzero"",""movement"":""stay_if_fed"",""reproduce_at"":20,""require_uncrowded"":true,""schema"":1,""traits"":{""construct"":-1,""role"":""recycler"",""taste"":-1}}",3,0.548611111111,0.8125,0.666666666667,0.166666666667,sha256:68c05ab61f461132a9462697750238e243588b9ce96a23b739870db3e20fdf8b,sha256:e0533645c9758239203611a7b7a6e604e63672301119540a49795cd433d06cda,True,0.0730233171681,False,0,0,0,0,0,0,1530,1911,-381,12,False,True,0,0,0,0
semantic-variation-v1,case-05,1,"[""movement"",""construction"",""require_uncrowded""]",7105,parent,exact_parent,"{""construction"":""always"",""movement"":""seek_opposite"",""reproduce_at"":20,""require_uncrowded"":false,""schema"":1,""traits"":{""construct"":-1,""role"":""recycler"",""taste"":-1}}",0,0,0,0,0,sha256:0de3e94243530c8699e44537a6d85f4e3a1b139c6b905a797a9a601763f8b541,sha256:b9bf54295ba11f9309e50c9e84839f240eeacd053e65082dd096e3611dd288b8,False,0,False,0,0,0,0,0,0,1301,1793,-492,,True,True,0,0,0,0
semantic-variation-v1,case-05,1,"[""movement"",""construction"",""require_uncrowded""]",7105,typed_macro,valid,"{""construction"":""until_nonzero"",""movement"":""seek_resource"",""reproduce_at"":20,""require_uncrowded"":true,""schema"":1,""traits"":{""construct"":-1,""role"":""recycler"",""taste"":-1}}",3,0.527777777778,0.75,0.666666666667,0.166666666667,sha256:0de3e94243530c8699e44537a6d85f4e3a1b139c6b905a797a9a601763f8b541,sha256:7deb0ef5f8e129039b01c683eaf5cad99e6c324921de277426aa8823889c5502,False,0,False,0,0,0,0,0,0,229,596,-367,37,False,True,0,0,0,0
semantic-variation-v1,case-05,1,"[""movement"",""construction"",""require_uncrowded""]",7105,random_same_mask,valid,"{""construction"":""until_nonzero"",""movement"":""stay_if_fed"",""reproduce_at"":20,""require_uncrowded"":true,""schema"":1,""traits"":{""construct"":-1,""role"":""recycler"",""taste"":-1}}",3,0.548611111111,0.8125,0.666666666667,0.166666666667,sha256:0de3e94243530c8699e44537a6d85f4e3a1b139c6b905a797a9a601763f8b541,sha256:6c690b23f73eecc033ecd6e5dd556e219b323699af40e94a662a7ab4f3bebb39,False,0,False,0,0,0,0,0,0,131,144,-13,23,False,True,0,0,0,0
semantic-variation-v1,case-05,1,"[""movement"",""construction"",""require_uncrowded""]",7105,codex_agent_itt,valid,"{""construction"":""until_nonzero"",""movement"":""stay_if_fed"",""reproduce_at"":20,""require_uncrowded"":true,""schema"":1,""traits"":{""construct"":-1,""role"":""recycler"",""taste"":-1}}",3,0.548611111111,0.8125,0.666666666667,0.166666666667,sha256:0de3e94243530c8699e44537a6d85f4e3a1b139c6b905a797a9a601763f8b541,sha256:6c690b23f73eecc033ecd6e5dd556e219b323699af40e94a662a7ab4f3bebb39,False,0,False,0,0,0,0,0,0,131,144,-13,23,False,True,0,0,0,0
semantic-variation-v1,case-05,1,"[""movement"",""construction"",""require_uncrowded""]",7106,parent,exact_parent,"{""construction"":""always"",""movement"":""seek_opposite"",""reproduce_at"":20,""require_uncrowded"":false,""schema"":1,""traits"":{""construct"":-1,""role"":""recycler"",""taste"":-1}}",0,0,0,0,0,sha256:7c38697a374c73c1dfd3a1bc30000c94ef176d36672d9fbb1612c8c44797f5ce,sha256:bec17fdbf3bec2578cd0ed35e620c18ac9a5e230e2d143cfae88d0030c5d683d,False,0.0299475460682,False,0,0,0,0,0,0,1167,869,298,1,False,True,0,0,0,0
semantic-variation-v1,case-05,1,"[""movement"",""construction"",""require_uncrowded""]",7106,typed_macro,valid,"{""construction"":""until_nonzero"",""movement"":""seek_resource"",""reproduce_at"":20,""require_uncrowded"":true,""schema"":1,""traits"":{""construct"":-1,""role"":""recycler"",""taste"":-1}}",3,0.527777777778,0.75,0.666666666667,0.166666666667,sha256:7c38697a374c73c1dfd3a1bc30000c94ef176d36672d9fbb1612c8c44797f5ce,sha256:e881980ab04475abb1a4e169b5e427b4c8c0416278059c0ff4a31c1793c781b2,True,0.104773863955,True,5.01086968587,8.26905800168,-3.25818831581,58,126,-68,702,933,-231,19,False,True,0,0,0,0
semantic-variation-v1,case-05,1,"[""movement"",""construction"",""require_uncrowded""]",7106,random_same_mask,valid,"{""construction"":""until_nonzero"",""movement"":""stay_if_fed"",""reproduce_at"":20,""require_uncrowded"":true,""schema"":1,""traits"":{""construct"":-1,""role"":""recycler"",""taste"":-1}}",3,0.548611111111,0.8125,0.666666666667,0.166666666667,sha256:7c38697a374c73c1dfd3a1bc30000c94ef176d36672d9fbb1612c8c44797f5ce,sha256:d3b6275c20d5d008ac03f7619c2820bddc41a9756b2215311c8e64d12b1a4dfa,False,0.0481819761656,False,0,0,0,0,0,0,1513,1331,182,1,False,True,0,0,0,0
semantic-variation-v1,case-05,1,"[""movement"",""construction"",""require_uncrowded""]",7106,codex_agent_itt,valid,"{""construction"":""until_nonzero"",""movement"":""stay_if_fed"",""reproduce_at"":20,""require_uncrowded"":true,""schema"":1,""traits"":{""construct"":-1,""role"":""recycler"",""taste"":-1}}",3,0.548611111111,0.8125,0.666666666667,0.166666666667,sha256:7c38697a374c73c1dfd3a1bc30000c94ef176d36672d9fbb1612c8c44797f5ce,sha256:d3b6275c20d5d008ac03f7619c2820bddc41a9756b2215311c8e64d12b1a4dfa,False,0.0481819761656,False,0,0,0,0,0,0,1513,1331,182,1,False,True,0,0,0,0
semantic-variation-v1,case-05,1,"[""movement"",""construction"",""require_uncrowded""]",7107,parent,exact_parent,"{""construction"":""always"",""movement"":""seek_opposite"",""reproduce_at"":20,""require_uncrowded"":false,""schema"":1,""traits"":{""construct"":-1,""role"":""recycler"",""taste"":-1}}",0,0,0,0,0,sha256:82e05853b640ba41a0ef5bd86c413edd2379b1f62a430d0783d27ce8f27ec096,sha256:4c8e35920435acd3d0d1ec67a7ba9c7efe6eb2aca10e57eead2bc5d3867cdd20,True,0.134228865338,True,1.22357642358,0.964486390802,0.259090032774,16,21,-5,890,1832,-942,,True,True,0,0,0,0
semantic-variation-v1,case-05,1,"[""movement"",""construction"",""require_uncrowded""]",7107,typed_macro,valid,"{""construction"":""until_nonzero"",""movement"":""seek_resource"",""reproduce_at"":20,""require_uncrowded"":true,""schema"":1,""traits"":{""construct"":-1,""role"":""recycler"",""taste"":-1}}",3,0.527777777778,0.75,0.666666666667,0.166666666667,sha256:82e05853b640ba41a0ef5bd86c413edd2379b1f62a430d0783d27ce8f27ec096,sha256:24d904972014b6738bcd46573dc270eb58d0fb99bc20e91039ef5929f89f1d12,False,0.0219729135427,False,0,0,0,0,0,0,2090,2536,-446,40,False,True,0,0,0,0
semantic-variation-v1,case-05,1,"[""movement"",""construction"",""require_uncrowded""]",7107,random_same_mask,valid,"{""construction"":""until_nonzero"",""movement"":""stay_if_fed"",""reproduce_at"":20,""require_uncrowded"":true,""schema"":1,""traits"":{""construct"":-1,""role"":""recycler"",""taste"":-1}}",3,0.548611111111,0.8125,0.666666666667,0.166666666667,sha256:82e05853b640ba41a0ef5bd86c413edd2379b1f62a430d0783d27ce8f27ec096,sha256:7e165eb03085dd395b01282872e79ca28a33916d6ce7c42e04a173832f9934c6,True,0.133135330369,True,0.64489010989,1.3859484733,-0.741058363411,16,39,-23,1444,1680,-236,8,False,True,0,0,0,0
semantic-variation-v1,case-05,1,"[""movement"",""construction"",""require_uncrowded""]",7107,codex_agent_itt,valid,"{""construction"":""until_nonzero"",""movement"":""stay_if_fed"",""reproduce_at"":20,""require_uncrowded"":true,""schema"":1,""traits"":{""construct"":-1,""role"":""recycler"",""taste"":-1}}",3,0.548611111111,0.8125,0.666666666667,0.166666666667,sha256:82e05853b640ba41a0ef5bd86c413edd2379b1f62a430d0783d27ce8f27ec096,sha256:7e165eb03085dd395b01282872e79ca28a33916d6ce7c42e04a173832f9934c6,True,0.133135330369,True,0.64489010989,1.3859484733,-0.741058363411,16,39,-23,1444,1680,-236,8,False,True,0,0,0,0
semantic-variation-v1,case-06,1,"[""movement"",""reproduce_at"",""require_uncrowded""]",7100,parent,exact_parent,"{""construction"":""always"",""movement"":""seek_opposite"",""reproduce_at"":20,""require_uncrowded"":false,""schema"":1,""traits"":{""construct"":-1,""role"":""recycler"",""taste"":-1}}",0,0,0,0,0,sha256:e8bff0e4c74a22ccec8ffbd79b1add7bc7ac2b9f75300c1f75b14bc2e7267e6f,sha256:421c76e82a59cb707dbf0e891f8c02352015506c0a883add9866e90ac99f1a2b,True,0.0737608728209,False,0,5.81893413646,-5.81893413646,0,164,-164,1382,1704,-322,36,False,True,0,0,0,0
semantic-variation-v1,case-06,1,"[""movement"",""reproduce_at"",""require_uncrowded""]",7100,typed_macro,valid,"{""construction"":""always"",""movement"":""seek_resource"",""reproduce_at"":12,""require_uncrowded"":true,""schema"":1,""traits"":{""construct"":-1,""role"":""recycler"",""taste"":-1}}",3,0.361111111111,0.75,0,0.333333333333,sha256:e8bff0e4c74a22ccec8ffbd79b1add7bc7ac2b9f75300c1f75b14bc2e7267e6f,sha256:d5b3a36c2be0ccaa325b9ac4fac3559ba95b16e187a6e7d3580294c814640740,False,0,False,0,0,0,0,0,0,724,832,-108,7,False,True,0,0,0,0
semantic-variation-v1,case-06,1,"[""movement"",""reproduce_at"",""require_uncrowded""]",7100,random_same_mask,valid,"{""construction"":""always"",""movement"":""default"",""reproduce_at"":30,""require_uncrowded"":true,""schema"":1,""traits"":{""construct"":-1,""role"":""recycler"",""taste"":-1}}",3,0.333333333333,0.75,0,0.25,sha256:e8bff0e4c74a22ccec8ffbd79b1add7bc7ac2b9f75300c1f75b14bc2e7267e6f,sha256:2ba0afc495eb2eefe1e7f57c66651702284c386c3f6c37c924ed03455c794a73,False,0,False,0,0,0,0,0,0,1693,1856,-163,6,False,True,0,0,0,0
semantic-variation-v1,case-06,1,"[""movement"",""reproduce_at"",""require_uncrowded""]",7100,codex_agent_itt,valid,"{""construction"":""always"",""movement"":""stay_if_fed"",""reproduce_at"":24,""require_uncrowded"":true,""schema"":1,""traits"":{""construct"":-1,""role"":""recycler"",""taste"":-1}}",3,0.326388888889,0.8125,0,0.166666666667,sha256:e8bff0e4c74a22ccec8ffbd79b1add7bc7ac2b9f75300c1f75b14bc2e7267e6f,sha256:7de28601c5a253cae07c6c81d8d88ed46cb071f7fd9cf4f24e180f2c3fd0c46a,False,0.0167429914345,False,0,0,0,0,0,0,2637,3352,-715,45,False,True,0,0,0,0
semantic-variation-v1,case-06,1,"[""movement"",""reproduce_at"",""require_uncrowded""]",7101,parent,exact_parent,"{""construction"":""always"",""movement"":""seek_opposite"",""reproduce_at"":20,""require_uncrowded"":false,""schema"":1,""traits"":{""construct"":-1,""role"":""recycler"",""taste"":-1}}",0,0,0,0,0,sha256:c8be15f73aff0fa2bcd29b2469cc25f09d83a06ddb9aeda7e778dcbfd197b782,sha256:8896ea5951fb72d55f8d69e1bcee7212181a422694944ad455a00bf957be21b2,False,0,False,0,0,0,0,0,0,2363,2394,-31,7,False,True,0,0,0,0
semantic-variation-v1,case-06,1,"[""movement"",""reproduce_at"",""require_uncrowded""]",7101,typed_macro,valid,"{""construction"":""always"",""movement"":""seek_resource"",""reproduce_at"":12,""require_uncrowded"":true,""schema"":1,""traits"":{""construct"":-1,""role"":""recycler"",""taste"":-1}}",3,0.361111111111,0.75,0,0.333333333333,sha256:c8be15f73aff0fa2bcd29b2469cc25f09d83a06ddb9aeda7e778dcbfd197b782,sha256:b348f68c7c5ca5092a0c61c66068641b01f9431f9c20c0e38e30c3ee69481433,True,0.168041222634,True,18.141979516,21.4873703587,-3.34539084268,822,982,-160,2705,2731,-26,9,False,True,0,0,0,0
semantic-variation-v1,case-06,1,"[""movement"",""reproduce_at"",""require_uncrowded""]",7101,random_same_mask,valid,"{""construction"":""always"",""movement"":""default"",""reproduce_at"":30,""require_uncrowded"":true,""schema"":1,""traits"":{""construct"":-1,""role"":""recycler"",""taste"":-1}}",3,0.333333333333,0.75,0,0.25,sha256:c8be15f73aff0fa2bcd29b2469cc25f09d83a06ddb9aeda7e778dcbfd197b782,sha256:3e54999ff3e7d71bee859504f685903a9b79a6f493be2b6c8258641e5abe96f0,False,0,False,0,0,0,0,0,0,695,865,-170,35,False,True,0,0,0,0
semantic-variation-v1,case-06,1,"[""movement"",""reproduce_at"",""require_uncrowded""]",7101,codex_agent_itt,valid,"{""construction"":""always"",""movement"":""stay_if_fed"",""reproduce_at"":24,""require_uncrowded"":true,""schema"":1,""traits"":{""construct"":-1,""role"":""recycler"",""taste"":-1}}",3,0.326388888889,0.8125,0,0.166666666667,sha256:c8be15f73aff0fa2bcd29b2469cc25f09d83a06ddb9aeda7e778dcbfd197b782,sha256:a649ed1d911e113437c63cc0e4f344f0ee6c35d308c5efaf9aaf33db49e4916d,False,0,False,0,0,0,0,0,0,695,865,-170,35,False,True,0,0,0,0
semantic-variation-v1,case-06,1,"[""movement"",""reproduce_at"",""require_uncrowded""]",7102,parent,exact_parent,"{""construction"":""always"",""movement"":""seek_opposite"",""reproduce_at"":20,""require_uncrowded"":false,""schema"":1,""traits"":{""construct"":-1,""role"":""recycler"",""taste"":-1}}",0,0,0,0,0,sha256:4a0c2036a0b774d9a76313acad1cdc63869a11a581cfebc9f643294b46ce6be9,sha256:cacbf94fe3f7481513f6b51dba6b5f570046d172c90e31c5434f3ed39252ef31,False,0,False,0,0,0,0,0,0,232,187,45,2,False,True,0,0,0,0
semantic-variation-v1,case-06,1,"[""movement"",""reproduce_at"",""require_uncrowded""]",7102,typed_macro,valid,"{""construction"":""always"",""movement"":""seek_resource"",""reproduce_at"":12,""require_uncrowded"":true,""schema"":1,""traits"":{""construct"":-1,""role"":""recycler"",""taste"":-1}}",3,0.361111111111,0.75,0,0.333333333333,sha256:4a0c2036a0b774d9a76313acad1cdc63869a11a581cfebc9f643294b46ce6be9,sha256:6f38f10d99e1a6ece52b6a4c89b3a759795454be5a57844c3a2e7471d959e50f,False,0.00333333333333,False,0,0,0,0,0,0,1961,2389,-428,29,False,True,0,0,0,0
semantic-variation-v1,case-06,1,"[""movement"",""reproduce_at"",""require_uncrowded""]",7102,random_same_mask,valid,"{""construction"":""always"",""movement"":""default"",""reproduce_at"":30,""require_uncrowded"":true,""schema"":1,""traits"":{""construct"":-1,""role"":""recycler"",""taste"":-1}}",3,0.333333333333,0.75,0,0.25,sha256:4a0c2036a0b774d9a76313acad1cdc63869a11a581cfebc9f643294b46ce6be9,sha256:cb05f3fab56b87655d182076f8e671c3cd70d69f22015e4ec5ce3f8ed80a3bca,False,0,False,0,0,0,0,0,0,1595,1947,-352,31,False,True,0,0,0,0
semantic-variation-v1,case-06,1,"[""movement"",""reproduce_at"",""require_uncrowded""]",7102,codex_agent_itt,valid,"{""construction"":""always"",""movement"":""stay_if_fed"",""reproduce_at"":24,""require_uncrowded"":true,""schema"":1,""traits"":{""construct"":-1,""role"":""recycler"",""taste"":-1}}",3,0.326388888889,0.8125,0,0.166666666667,sha256:4a0c2036a0b774d9a76313acad1cdc63869a11a581cfebc9f643294b46ce6be9,sha256:d28bce3677507ce3706b8e14b67ffc690f1882acf23f08a88f576c30b386021e,False,0,False,0,0,0,0,0,0,1595,1947,-352,31,False,True,0,0,0,0
